OrderID,OrderDate,CustomerID,EmployeeID,ShipperID,ProductID,Sales,COS,GP,Quantity,Discount,Freight,StatusID,Status,CategoryID,ProductName,SupplierID,CategoryName,Description,Link,Address,City,ContactName,Country,CustomerName,Fax,Phone,PostalCode,CountryCode,ISO3CountryCode,CustomerID.y,Base currency
10267,2014-04-25T00:00:00Z,37,6,2,39,236.26999999999998,159.48,76.79,3,39.379999999999995,63.6,1,Delivered,2,Terence Top,18,Womens wear,Fashion for Women,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10268,2015-10-27T00:00:00Z,25,8,2,40,935.5,808.2700000000001,127.23,50,0,49.7,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,Berliner Platz 43,München,Dieter Köln,Germany,Halle Köln,089-0877451,089-0877310,80805,DE,DEU,Halle Köln2222,Euro
10268,2015-10-27T00:00:00Z,25,8,2,59,697.13,523.76,173.37,70,90.93,49.7,1,Delivered,3,Rasta WCT,28,Sportwear,Sports…,www.google.com,Berliner Platz 43,München,Dieter Köln,Germany,Halle Köln,089-0877451,089-0877310,80805,DE,DEU,Halle Köln2222,Euro
10269,2015-07-28T00:00:00Z,63,5,2,36,101.64,87.82,13.82,12,0,66.69,1,Delivered,8,Mehmet-Tröja,17,Babywear,0-3 Years,no link,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10269,2015-07-28T00:00:00Z,73,6,2,32,874.72,687.05,187.67,40,79.52,49.41,1,Delivered,4,Rossi Bikkini,14,Bath Clothes,Beachwear,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10270,2014-10-29T00:00:00Z,37,6,2,16,520.67,374.89,145.79,49,67.91000000000001,73.64999999999999,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10270,2014-10-29T00:00:00Z,37,6,2,29,3564.54,2566.47,998.07,24,464.94,73.64999999999999,4,Shipped,6,Davenport,12,Men´s Footwear,Men Shoes,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10271,2015-03-09T00:00:00Z,61,2,2,65,220,172.8,47.2,20,20,62.83,1,Delivered,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,"Rua da Panificadora, 12",Rio de Janeiro,Giovanni Santhos,Brazil,Copacabana,(21) 555-4545,(21) 555-4252,NULL,BR,BRA,Copacabana66,Brazilian real
10272,2015-08-30T00:00:00Z,80,1,3,75,45.6,39.4,6.2,6,0,76.28,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10272,2015-08-30T00:00:00Z,19,2,2,1,389.88,336.86,53.02,18,0,35.17,1,Delivered,1,Lenin Jeansshorts,1,Men´s Clothes,Fashion for Men,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10272,2015-08-30T00:00:00Z,19,2,2,17,369.3,319.08,50.220000000000006,15,0,35.17,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10273,2014-01-01T00:00:00Z,23,6,1,35,87.9,71.2,16.7,15,0,31.919999999999998,1,Delivered,4,LA. Shorts,16,Bath Clothes,Beachwear,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
10273,2014-01-01T00:00:00Z,23,6,1,63,572.1,463.4,108.7,30,0,31.919999999999998,1,Delivered,2,Serve-Shirt,7,Womens wear,Fashion for Women,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
10273,2014-01-01T00:00:00Z,23,6,1,68,224.82000000000002,182.1,42.720000000000006,18,0,31.919999999999998,4,Shipped,3,Cap,8,Sportwear,Sports…,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
10273,2014-01-01T00:00:00Z,31,6,2,7,134.20999999999998,94.53,39.68,3,17.5,73.16999999999999,3,Cancelled,7,Conserve Shoes,3,Children´s wear,3-15 Years,www.google.com,"Av. Brasil, 442",Campinas,Anna Figo,Brazil,Paintho da Gama,NULL,(11) 555-9482,NULL,BR,BRA,Paintho da Gama333,Brazilian real
10273,2014-01-01T00:00:00Z,31,6,2,56,838.12,590.3299999999999,247.79,20,109.32,73.16999999999999,1,Delivered,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,"Av. Brasil, 442",Campinas,Anna Figo,Brazil,Paintho da Gama,NULL,(11) 555-9482,NULL,BR,BRA,Paintho da Gama333,Brazilian real
10274,2014-11-03T00:00:00Z,23,6,1,26,300.3999999999999,248.73,51.67,10,0,64.82,1,Delivered,3,Bike Helmet,11,Sportwear,Sports…,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
10274,2014-11-03T00:00:00Z,23,6,1,54,1364.8,1130.05,234.75,40,0,64.82,2,In Transit,3,Patamonia Fleece Jacket,25,Sportwear,Sports…,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
10275,2013-11-03T00:00:00Z,5,9,2,40,450.25,402.56,47.690000000000005,25,0,25.419999999999998,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,Berguvsvägen  8,Luleå,Urra Gurra Aktersnurra,Sweden,Urras Shop,0921-12 34 67,0921-12 34 65,NULL,SE,SWE,Urras Shop1222,Swedish krona
10275,2013-11-03T00:00:00Z,5,9,2,47,1356,956.7900000000001,399.21,40,271.2,25.419999999999998,1,Delivered,6,Lundenhagen Boots,22,Men´s Footwear,Men Shoes,www.google.com,Berguvsvägen  8,Luleå,Urra Gurra Aktersnurra,Sweden,Urras Shop,0921-12 34 67,0921-12 34 65,NULL,SE,SWE,Urras Shop1222,Swedish krona
10276,2015-01-05T00:00:00Z,36,1,3,62,266.7,220.83,45.87,10,0,31.84,1,Delivered,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,516 Main St.,Elgin,Marcellus Wallace,United States,Pulp Toxedos,(503) 555-2376,(503) 555-6874,97827,US,USA,Pulp Toxedos55,US dollar
10276,2015-01-05T00:00:00Z,35,6,2,46,357.9,269.3999999999999,88.5,28,32.54,51.87,1,Delivered,8,Rodbye Troje,21,Babywear,0-3 Years,no link,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Nicolas Balines,Venezuela,El Zapato Rojo,(5) 555-1948,(5) 555-1340,5022,VE,VEN,El Zapato Rojo11,Venezuelan bolívar
10277,2014-11-06T00:00:00Z,44,5,2,17,1217.1599999999999,839.8399999999999,377.32,45,202.86,68.53,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10277,2014-11-06T00:00:00Z,44,5,2,21,513,424.76,88.24000000000001,50,0,68.53,1,Delivered,3,Basket Shoes,8,Sportwear,Sports…,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10278,2015-11-09T00:00:00Z,65,2,2,56,69.1,59.7,9.4,2,0,33.190000000000005,2,In Transit,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,2817 Milton Dr.,Albuquerque,Malcolm X,United States,X-Site,(505) 555-3620,(505) 555-5939,87110,US,USA,X-Site333,US dollar
10278,2015-11-09T00:00:00Z,63,5,2,16,709.5,490.40999999999997,219.09,60,141.9,30.64,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10278,2015-11-09T00:00:00Z,63,5,2,24,114.52,100.78,13.739999999999998,28,0,30.64,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10278,2015-11-09T00:00:00Z,63,5,2,30,1992.75,1377.3899999999999,615.3599999999999,60,398.55,30.64,1,Delivered,8,Baby Dark Lounge Suit,13,Babywear,0-3 Years,no link,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
